source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
281,281,14862971322787872207,13969441559025996259,14862971322787872207,2042029001828268635,MQTT_Publish,0,train
282,282,7241798764649242290,8926439529023818587,7241798764649242290,17373377836620146827,MQTT_Publish,0,test
283,283,16544380460436171087,11408635197055881745,16544380460436171087,14096798935816702807,MQTT_Publish,0,test
284,284,1430490827683038002,8446709647691536085,1430490827683038002,4328047380939185478,MQTT_Publish,0,train
285,285,7719361178814510707,6769037029023749749,7719361178814510707,9321553729742785178,MQTT_Publish,0,train
286,286,5652947229135208079,8039436978262300711,5652947229135208079,6062642129648008131,MQTT_Publish,0,calibration
287,287,17338543373790364301,3823031375095045562,17338543373790364301,10488234998731548203,MQTT_Publish,0,train
288,288,12627406033733303614,6562139207492134032,12627406033733303614,12470034133386480205,MQTT_Publish,0,train
289,289,17459551424108830810,16192275983295155752,17459551424108830810,11255321120091680890,MQTT_Publish,0,train
290,290,13754177485149619044,7389646017692559997,13754177485149619044,13455859120736959153,MQTT_Publish,0,train
291,291,12052329622529674981,5816925185185853432,12052329622529674981,9079089620534373834,MQTT_Publish,0,test
292,292,12374897369903838399,14646095457793653627,12374897369903838399,5172212664701968566,MQTT_Publish,0,test
293,293,1001918646613550882,3741202215268901153,1001918646613550882,14732561680834333201,MQTT_Publish,0,test
294,294,3104825834504675760,11415247897552658917,3104825834504675760,9105189005337629088,MQTT_Publish,0,calibration
295,295,10952831384434009231,11922915745718297307,10952831384434009231,8074677147659164320,MQTT_Publish,0,train
296,296,2576595334461987175,12836475435661193360,2576595334461987175,17311799261432598287,MQTT_Publish,0,calibration
297,297,8794842242565567202,15767615062709753534,8794842242565567202,306973255573493902,MQTT_Publish,0,train
298,298,8345736187485872609,16382366050051262197,8345736187485872609,3437877485284792282,MQTT_Publish,0,train
299,299,1134840267235365645,13604836859939888775,1134840267235365645,10822692686115364369,MQTT_Publish,0,train
300,300,10397258592692148050,979850199313071723,10397258592692148050,6016383602889203373,MQTT_Publish,0,train
301,301,9352474147669795961,14273121084612493636,9352474147669795961,6738932971231604252,MQTT_Publish,0,calibration
302,302,827421016119128173,17299785321600023538,827421016119128173,12116592604029013923,MQTT_Publish,0,calibration
303,303,14416594977693706093,1683546589397640579,14416594977693706093,13049349856327407906,MQTT_Publish,0,test
304,304,13246150783173682609,10380200543999367519,13246150783173682609,17385908411245804807,MQTT_Publish,0,train
305,305,17636035207357982648,12923542660800947910,17636035207357982648,7871148076848723729,MQTT_Publish,0,train
306,306,5428861744904567245,661084093588950537,5428861744904567245,8246195446535611854,MQTT_Publish,0,train
307,307,12999210823289368241,6024514234020032184,12999210823289368241,14234716162607265314,MQTT_Publish,0,train
308,308,6123351384782887356,717227929527653018,6123351384782887356,9548659933149280381,MQTT_Publish,0,train
309,309,6789413037504428444,12404693921273224287,6789413037504428444,3307952524112623789,MQTT_Publish,0,train
310,310,13461891968380445256,16329671957414189876,13461891968380445256,8023569191823106153,MQTT_Publish,0,train
311,311,8456344377611064929,17891143841425022140,8456344377611064929,7794134375826046159,MQTT_Publish,0,train
312,312,9250886143389447319,15952235910138836739,9250886143389447319,13851233879221434374,MQTT_Publish,0,train
313,313,10161056247764852650,15542952466674306033,10161056247764852650,12747539628375440041,MQTT_Publish,0,train
314,314,13648889399977892715,9621441047455433304,13648889399977892715,14871670409893595394,MQTT_Publish,0,train
315,315,4812883121208896779,422756331258832534,4812883121208896779,8637161089624138179,MQTT_Publish,0,calibration
316,316,14233627799495917219,12724486808957268266,14233627799495917219,17094720004583979568,MQTT_Publish,0,train
317,317,4287092180142713953,13862482007158977424,4287092180142713953,13102654423561813407,MQTT_Publish,0,train
318,318,3046587856527420269,18359634483334932635,3046587856527420269,2707135260270675200,MQTT_Publish,0,calibration
319,319,1016142162451708130,17610458821158101196,1016142162451708130,12510573799665261348,MQTT_Publish,0,train
320,320,4144620336513666273,275896474175908041,4144620336513666273,11292343969116521199,MQTT_Publish,0,calibration
321,321,2544756509971138718,16487324032780732168,2544756509971138718,17497857660599488911,MQTT_Publish,0,train
322,322,4369846426268930148,4770727691750702255,4369846426268930148,17778147444174448078,MQTT_Publish,0,train
323,323,10021721083061115271,2504999730276034985,10021721083061115271,17528542822677336271,MQTT_Publish,0,calibration
324,324,6141235819093885942,4398785975148771054,6141235819093885942,16695343922540515581,MQTT_Publish,0,train
325,325,12359623389094328315,13340093295421265551,12359623389094328315,18032905098415967260,MQTT_Publish,0,train
326,326,7177956121056682808,798640211826773903,7177956121056682808,1577950913797271302,MQTT_Publish,0,train
327,327,16219056197769882053,15205156732511083378,16219056197769882053,7309620752201194010,MQTT_Publish,0,train
328,328,15307040103741528336,16566253210752126361,15307040103741528336,15056433735066758797,MQTT_Publish,0,train
329,329,3676833613562109557,80136567717815143,3676833613562109557,12736926260342490484,MQTT_Publish,0,train
330,330,10570078252153578886,14997498832239427241,10570078252153578886,13303221446868494106,MQTT_Publish,0,test
331,331,326054902804906275,16945535956958365140,326054902804906275,10398928738497967300,MQTT_Publish,0,calibration
332,332,10908003235424462455,12819590447313956237,10908003235424462455,8012183999867917185,MQTT_Publish,0,train
333,333,2023239156251951447,17772049811359590499,2023239156251951447,9999881928868620103,MQTT_Publish,0,train
334,334,17673016679455811160,8280113084439705966,17673016679455811160,181990894465827393,MQTT_Publish,0,calibration
335,335,10467009298405977464,9272322998472973451,10467009298405977464,413076531722747653,MQTT_Publish,0,calibration
336,336,13689863381634888652,3886626071097392818,13689863381634888652,11131128723640053975,MQTT_Publish,0,train
337,337,16637141031402103297,12271211036934003743,16637141031402103297,9585949873055104122,MQTT_Publish,0,test
338,338,7137346257409090235,4682082753638473554,7137346257409090235,2916247638984626577,MQTT_Publish,0,train
339,339,11572885774938149364,17796814482723223228,11572885774938149364,6967777322536875471,MQTT_Publish,0,calibration
340,340,8949650619003212078,7355637180785542655,8949650619003212078,14365497905397686675,MQTT_Publish,0,calibration
341,341,13647696254899229213,12336904598813394855,13647696254899229213,13824666325842274959,MQTT_Publish,0,train
342,342,13228149264206040422,12597883450995500888,13228149264206040422,5063785891954383290,MQTT_Publish,0,train
343,343,12215874504655380943,10649294799454899600,12215874504655380943,856810286912851510,MQTT_Publish,0,train
344,344,8520414624114717366,3950705266309445557,8520414624114717366,6203918955772841063,MQTT_Publish,0,calibration
345,345,18275725434288785991,8864205113885414582,18275725434288785991,13477737387273011664,MQTT_Publish,0,test
346,346,6049587939827309018,5980072873062851250,6049587939827309018,13154960389287606809,MQTT_Publish,0,train
347,347,17806990899303015211,8126694411815138027,17806990899303015211,15750861520869986324,MQTT_Publish,0,train
348,348,6069622430914908945,5477479851124523308,6069622430914908945,12260126988862937894,MQTT_Publish,0,train
349,349,8793360305394718505,337435141120388302,8793360305394718505,2361132559752249084,MQTT_Publish,0,train
350,350,10207212579110574810,5842194300238463640,10207212579110574810,4619524524414046652,MQTT_Publish,0,train
351,351,8954908709800990453,14531771259319960892,8954908709800990453,4115124678007152620,MQTT_Publish,0,train
352,352,7821971276076737946,172432074453246808,7821971276076737946,4326091931213442964,MQTT_Publish,0,train
353,353,9381639337843904781,7981367161783061058,9381639337843904781,1638595133959604442,MQTT_Publish,0,test
354,354,4257496462436564665,6350356170349938863,4257496462436564665,10022997227541363950,MQTT_Publish,0,calibration
355,355,9953059454410360439,7088117944696024350,9953059454410360439,10745549767682124768,MQTT_Publish,0,train
356,356,16807797968726174790,677150185155600926,16807797968726174790,985387963867679033,MQTT_Publish,0,test
357,357,13688259480060918711,15705201854052253134,13688259480060918711,1775566158514160923,MQTT_Publish,0,train
358,358,5600629659495397627,10219112913420708660,5600629659495397627,14823434607649784607,MQTT_Publish,0,train
359,359,13386778850026649371,7725507187180097966,13386778850026649371,3366671164619498098,MQTT_Publish,0,calibration
360,360,1895582499577338027,1176939482452790252,1895582499577338027,8256457622260843791,MQTT_Publish,0,train
361,361,17244730743745022310,14366250139439168679,17244730743745022310,8318970046809339506,MQTT_Publish,0,train
362,362,15743814875690158219,2399296184187910539,15743814875690158219,12104533417265039952,MQTT_Publish,0,train
363,363,2550673369732814725,16097202466018487184,2550673369732814725,10537304421497970433,MQTT_Publish,0,train
364,364,5079007235236818860,1602539228337730570,5079007235236818860,970744705718553172,MQTT_Publish,0,calibration
365,365,12259243544855726629,11611089075094444857,12259243544855726629,16192956665155266260,MQTT_Publish,0,train
366,366,14305543745507542283,16701429525628606403,14305543745507542283,9895456893803250057,MQTT_Publish,0,test
367,367,3789419241724835620,2401980282381019873,3789419241724835620,11343537271431503881,MQTT_Publish,0,train
368,368,9573578782999829080,180792387493615097,9573578782999829080,12523128341240704803,MQTT_Publish,0,test
369,369,12459905957024838321,5151460140622991232,12459905957024838321,6084664182633831275,MQTT_Publish,0,train
370,370,16441425337125069234,8711836027287705681,16441425337125069234,2455459569037195808,MQTT_Publish,0,train
371,371,11056313038107422075,14967104530567633053,11056313038107422075,2482102098268346762,MQTT_Publish,0,calibration
372,372,3946399803907736520,835114962529418093,3946399803907736520,13040353153707174638,MQTT_Publish,0,train
373,373,16615461546496620132,1310687733985605552,16615461546496620132,15614792113589031341,MQTT_Publish,0,train
374,374,1212740279316221587,15464128929577126393,1212740279316221587,8200406711744806011,MQTT_Publish,0,test
375,375,15485697261677322476,18365200216459507666,15485697261677322476,5510855926833699783,MQTT_Publish,0,calibration
376,376,13797582324963100913,16565858745142113541,13797582324963100913,3659946506986310427,MQTT_Publish,0,train
377,377,15728998253523512115,1051475425936800010,15728998253523512115,15747294424925548403,MQTT_Publish,0,train
378,378,16115173461960106994,14304047862634001415,16115173461960106994,1887962557245102527,MQTT_Publish,0,test
379,379,9998798865040750120,6684964186355988757,9998798865040750120,274695965012297891,MQTT_Publish,0,train
380,380,2298666515497865415,10804502066063750770,2298666515497865415,16828844454347551207,MQTT_Publish,0,train
381,381,14489706604115634744,15981464700013921636,14489706604115634744,12272526382885884604,MQTT_Publish,0,train
382,382,6520205941022726,2929880409951417743,6520205941022726,5260911137628812988,MQTT_Publish,0,train
383,383,15471076342176292206,3407945832522772070,15471076342176292206,51268851020311913,MQTT_Publish,0,train
384,384,995124921007392734,4853718710627027464,995124921007392734,16457575810696783827,MQTT_Publish,0,train
385,385,12991357970667514086,8636931623154681901,12991357970667514086,4219969114344268511,MQTT_Publish,0,test
386,386,12497186730233584830,15007411194622847646,12497186730233584830,5874563732968716713,MQTT_Publish,0,train
387,387,8202603976299908624,4029345502459011673,8202603976299908624,2987360129205025907,MQTT_Publish,0,train
388,388,18014053091867283037,3371600344948097507,18014053091867283037,14135898568323757175,MQTT_Publish,0,train
389,389,14884976803239590579,210741838455578372,14884976803239590579,6536707727357680621,MQTT_Publish,0,calibration
390,390,14812488251893695619,7344351354622820266,14812488251893695619,9558035500276861195,MQTT_Publish,0,train
391,391,13932779475006228224,12872229548988508207,13932779475006228224,12572954629632084507,MQTT_Publish,0,train
392,392,5866960936585937913,10806370585043830591,5866960936585937913,6369408332938516372,MQTT_Publish,0,train
393,393,11326116695980130598,11532074623069198470,11326116695980130598,2342532057202228964,MQTT_Publish,0,test
394,394,4701579684610692374,15193281540989109170,4701579684610692374,12353208536162965126,MQTT_Publish,0,calibration
395,395,13904870627053820702,13901000108774991493,13904870627053820702,5427274401958318687,MQTT_Publish,0,train
396,396,1395395832447388086,17322826028679447677,1395395832447388086,8512032707094406643,MQTT_Publish,0,test
397,397,8007295546628967052,7596166460715877626,8007295546628967052,14699993747937285778,MQTT_Publish,0,train
398,398,8857391883494220064,11546875461827887168,8857391883494220064,4880808482128685621,MQTT_Publish,0,calibration
399,399,17820627368482398706,10820773454024533065,17820627368482398706,10502348260592700685,MQTT_Publish,0,train
400,400,4758312476132314480,18287964190831845468,4758312476132314480,4424590911677848494,MQTT_Publish,0,test
401,401,5232568835287036581,632364699216789208,5232568835287036581,1393222977694399316,MQTT_Publish,0,test
402,402,12754826206332633605,4744768276412913174,12754826206332633605,13599461586279296865,MQTT_Publish,0,train
403,403,1548866411402197505,3384848488227832519,1548866411402197505,10089840689721991890,MQTT_Publish,0,train
